//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM7804-TA0C-T-U-AD-SN038
//Part Number (Chip ID): AM8804 A0C
//Chip Model: Chiarlo TxM 7804
//DUT Test GUI Version Number: Rev. A1.00.279
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 2
//Test Date & Time: 12-03-2009 11:55:4
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\HS\Chiarlo\7804\AM7804_TA0C-AM-PM Distortiion.txt
//ATR Correlation Log File Not Found.
//Comment:
//**************************************************************************************************************
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment	
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L1B	LBIn	-33.9	0.0	0.0	-9.31	870.0	3.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	43.758806	43.756936	34.383915	0.303915	1.7952	3.493118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.600v_ramp.txt	12-03-2009	11:55:17	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment	
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPWRMTR	HBIn	-34.95	0.0	0.0	-7.29	1810.0	3.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	33.513745	33.510439	32.769043	-2.510957	1.61587	3.493614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	1a0	1013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.600v_ramp.txt	12-03-2009	11:55:27	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Step	VAM(volt)	AM-AM	AM-PM(degree)	I(averaged)	Q(averaged)	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment	
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	13.0	0.26848	0.321438	38.625039	0.321438	-1.051099	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:30	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	14.0	0.269997	0.332852	38.454745	0.332852	-1.054072	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:30	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	15.0	0.271501	0.345341	38.153055	0.345341	-1.059337	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:31	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	16.0	0.273049	0.356099	38.130709	0.356099	-1.059727	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:31	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	17.0	0.274741	0.363512	38.004883	0.363512	-1.061923	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:31	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	18.0	0.275991	0.370033	37.983406	0.370033	-1.062298	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:31	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	19.0	0.276714	0.375353	38.036746	0.375353	-1.061367	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:31	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	20.0	0.277823	0.382441	38.042967	0.382441	-1.061259	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:31	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	21.0	0.278597	0.389142	37.957803	0.389142	-1.062745	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:31	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	22.0	0.279725	0.394807	38.067934	0.394807	-1.060823	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:31	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	23.0	0.28225	0.407364	37.873776	0.407364	-1.064211	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:31	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	24.0	0.28466	0.421753	37.886671	0.421753	-1.063986	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:32	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	25.0	0.287274	0.441263	37.634072	0.441263	-1.068395	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:32	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	26.0	0.290442	0.465097	37.462531	0.465097	-1.071389	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:32	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	27.0	0.295563	0.498767	37.203875	0.498767	-1.075903	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:32	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	28.0	0.302013	0.544412	36.860002	0.544412	-1.081905	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:32	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	29.0	0.308774	0.591892	36.513429	0.591892	-1.087954	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:32	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	30.0	0.318908	0.668727	36.367495	0.668727	-1.090501	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:32	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	31.0	0.326664	0.7332	35.953348	0.7332	-1.097729	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:32	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	32.0	0.335255	0.802917	35.868568	0.802917	-1.099209	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:32	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	33.0	0.34617	0.889117	35.624365	0.889117	-1.103471	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:33	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	34.0	0.357946	0.982079	35.467536	0.982079	-1.106208	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:33	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	35.0	0.38711	1.234326	34.972991	1.234326	-1.11484	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:33	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	36.0	0.42757	1.60345	34.134252	1.60345	-1.129478	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:33	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	37.0	0.476621	2.080492	33.006229	2.080492	-1.149166	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:33	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	38.0	0.532695	2.65366	31.601675	2.65366	-1.17368	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:33	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	39.0	0.604925	3.42099	29.436349	3.42099	-1.211472	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:33	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	40.0	0.701072	4.48326	26.408024	4.48326	-1.264327	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:33	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	41.0	0.820084	5.829986	22.740191	5.829986	-1.328342	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:33	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	42.0	0.976349	7.605939	17.475082	7.605939	-1.420236	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:34	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	43.0	1.162139	9.68837	11.364004	9.68837	-1.526894	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:34	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	44.0	1.404339	12.309919	4.092013	12.309919	-1.653814	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:34	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	45.0	1.626309	14.702922	0.0	14.702922	-1.725234	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:13:34	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.247992	0.193905	41.868014	0.193905	-1.01807	0.0	0.0	0.0	Disabled	1a0	1013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:14:04	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.248396	0.199413	41.757032	0.199413	-1.020007	0.0	0.0	0.0	Disabled	1a0	1013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:14:04	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.249324	0.208981	41.853756	0.208981	-1.018319	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:14:04	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	0.250889	0.219657	41.796229	0.219657	-1.019323	0.0	0.0	0.0	Disabled	1a0	1013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:14:04	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0	0.253953	0.235757	41.823622	0.235757	-1.018845	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:14:04	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	6.0	0.26032	0.274365	41.479251	0.274365	-1.024855	0.0	0.0	0.0	Disabled	1a0	1013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:14:04	No comments(this is a filler only).
6	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPSA	LBIn	-32.07	0.0	0.0	-7.29	1810.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	7.0	0.261738	0.283743	41.222239	0.283743	-1.029341	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\HBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:14:04	No comments(this is a filler only).
