//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM7801-100081-SN001
//Part Number (Chip ID): AM8802 A5
//Chip Model: Chiarlo TxM 7801
//DUT Test GUI Version Number: Rev. A1.00.284
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 1
//Test Date & Time: 12-23-2009 15:59:34
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\Richv\AM7801\7801_A5_Reg1_X3_Nominal_Screen_Quick.script
//Latest ATR Correlation Summary: FAILED
//Validated On: 02-14-2008  17:54:16
//Comment:																																																	
//**************************************************************************************************************																																																	
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	2nd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
11	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-30.79	0	0	-5.26	1710	3.5	3	0	0	1	0	0	0	1	0	-46.794998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:09:48	No comments(this is a filler only).
11	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-30.84	0	0	-5.31	1760	3.5	3	0	0	1	0	0	0	1	0	-35.775002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:09:52	No comments(this is a filler only).
11	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-30.95	0	0	-5.33	1810	3.5	3	0	0	1	0	0	0	1	0	-35.618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:09:56	No comments(this is a filler only).
11	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-30.98	0	0	-5.36	1860	3.5	3	0	0	1	0	0	0	1	0	-35.532001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:10:00	No comments(this is a filler only).
11	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.03	0	0	-5.35	1910	3.5	3	0	0	1	0	0	0	1	0	-37.727001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:10:04	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	3rd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
12	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.61	0	0	-5.26	1710	3.5	3	0	0	1	0	0	0	1	0	-38.419998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:10:10	No comments(this is a filler only).
12	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.67	0	0	-5.31	1760	3.5	3	0	0	1	0	0	0	1	0	-40.844002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:10:14	No comments(this is a filler only).
12	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.86	0	0	-5.33	1810	3.5	3	0	0	1	0	0	0	1	0	-37.009998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:10:18	No comments(this is a filler only).
12	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.87	0	0	-5.36	1860	3.5	3	0	0	1	0	0	0	1	0	-37.911999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:10:22	No comments(this is a filler only).
12	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.94	0	0	-5.35	1910	3.5	3	0	0	1	0	0	0	1	0	-41.425999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:10:26	No comments(this is a filler only).
//**************************************************************************************************************																																																	
//File Type: Amalfi PA Test Measurment Data Log File																																																	
//Log File Format Version: 1																																																	
//Test Type:Auto Script																																																	
//Serial Number: xAM7801-100081-SN003																																																	
//Part Number (Chip ID): AM8802 A5																																																	
//Chip Model: Chiarlo TxM 7801																																																	
//DUT Test GUI Version Number: Rev. A1.00.284																																																	
//FPGA Version Number: 21																																																	
//PICC Version Number: 13																																																	
//Station Number: 1																																																	
//Test Date & Time: 12-23-2009 16:14:49																																																	
//Temperature Soak Time (in secs): Test @ Ambient																																																	
//Script File Name: l:\Lab & Testing\Richv\AM7801\7801_A5_Reg1_X3_Nominal_Screen_Quick.script																																																	
//Latest ATR Correlation Summary: FAILED																																																	
//Validated On: 02-14-2008  17:54:16																																																	
//Comment:																																																	
//**************************************************************************************************************																																																	
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.91	0	0	-4.62	824	3.5	3	0	0	1	0	0	0	1	0	44.925585	44.91002	32.983358	3.893358	1.26611	3.494384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:01	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.94	0	0	-4.64	850	3.5	3	0	0	1	0	0	0	1	0	46.034307	46.018689	33.054564	3.934564	1.25602	3.494445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:04	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.96	0	0	-4.67	876	3.5	3	0	0	1	0	0	0	1	0	46.234387	46.218584	32.992192	3.852192	1.23274	3.49448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:07	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.99	0	0	-4.68	902	3.5	3	0	0	1	0	0	0	1	0	45.773569	45.757503	32.867057	3.697057	1.20976	3.494553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:09	No comments(this is a filler only).
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.99	0	0	-4.67	915	3.5	3	0	0	1	0	0	0	1	0	45.179039	45.162819	32.778873	3.608873	1.20101	3.49465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:12	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	2nd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
2	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.54	0	0	-4.62	824	3.5	3	0	0	1	0	0	0	1	0	-37.138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:19	No comments(this is a filler only).
2	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.6	0	0	-4.64	850	3.5	3	0	0	1	0	0	0	1	0	-35.873001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:23	No comments(this is a filler only).
2	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.61	0	0	-4.67	876	3.5	3	0	0	1	0	0	0	1	0	-34.769001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:27	No comments(this is a filler only).
2	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.56	0	0	-4.68	902	3.5	3	0	0	1	0	0	0	1	0	-33.705002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:31	No comments(this is a filler only).
2	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.65	0	0	-4.67	915	3.5	3	0	0	1	0	0	0	1	0	-32.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:34	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	3rd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
3	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.98	0	0	-4.62	824	3.5	3	0	0	1	0	0	0	1	0	-39.764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:41	No comments(this is a filler only).
3	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-29.1	0	0	-4.64	850	3.5	3	0	0	1	0	0	0	1	0	-43.167999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:45	No comments(this is a filler only).
3	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-29.08	0	0	-4.67	876	3.5	3	0	0	1	0	0	0	1	0	-49.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:49	No comments(this is a filler only).
3	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-29.16	0	0	-4.68	902	3.5	3	0	0	1	0	0	0	1	0	-52.957001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:53	No comments(this is a filler only).
3	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-29.08	0	0	-4.67	915	3.5	3	0	0	1	0	0	0	1	0	-52.416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:15:57	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
4	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.91	0	0	-4.62	824	3.5	3	0	0	1	0	0	0	1	0	42.087931	42.070141	32.119758	3.029758	1.10758	3.494967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.280v_ramp.txt	12/23/2009	16:16:08	No comments(this is a filler only).
4	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.94	0	0	-4.64	850	3.5	3	0	0	1	0	0	0	1	0	43.795065	43.777273	32.272091	3.152091	1.10242	3.494917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.280v_ramp.txt	12/23/2009	16:16:11	No comments(this is a filler only).
4	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.96	0	0	-4.67	876	3.5	3	0	0	1	0	0	0	1	0	44.826691	44.808783	32.314838	3.174838	1.08765	3.495086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.280v_ramp.txt	12/23/2009	16:16:13	No comments(this is a filler only).
4	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.99	0	0	-4.68	902	3.5	3	0	0	1	0	0	0	1	0	45.078682	45.060489	32.260728	3.090728	1.06817	3.495113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.280v_ramp.txt	12/23/2009	16:16:16	No comments(this is a filler only).
4	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.99	0	0	-4.67	915	3.5	3	0	0	1	0	0	0	1	0	44.831227	44.812833	32.199026	3.029026	1.05892	3.495093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.280v_ramp.txt	12/23/2009	16:16:18	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	2nd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
5	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.54	0	0	-4.62	824	3.5	3	0	0	1	0	0	0	1	0	-38.477001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.280v_ramp.txt	12/23/2009	16:16:25	No comments(this is a filler only).
5	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.6	0	0	-4.64	850	3.5	3	0	0	1	0	0	0	1	0	-37.257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.280v_ramp.txt	12/23/2009	16:16:29	No comments(this is a filler only).
5	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.61	0	0	-4.67	876	3.5	3	0	0	1	0	0	0	1	0	-36.408001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.280v_ramp.txt	12/23/2009	16:16:33	No comments(this is a filler only).
5	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.56	0	0	-4.68	902	3.5	3	0	0	1	0	0	0	1	0	-35.316002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.280v_ramp.txt	12/23/2009	16:16:37	No comments(this is a filler only).
5	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.65	0	0	-4.67	915	3.5	3	0	0	1	0	0	0	1	0	-34.588001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.280v_ramp.txt	12/23/2009	16:16:41	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	3rd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
6	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.98	0	0	-4.62	824	3.5	3	0	0	1	0	0	0	1	0	-35.257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.280v_ramp.txt	12/23/2009	16:16:47	No comments(this is a filler only).
