s11_ANT_phi, s11_ANT_mag, ControlSignals, Freq(MHz), HB_LB, Phase(degree), Pwr In(dBm), Regmap, SN, Serial Number, Sub-band, Temp(C), Test Freq(MHz), TestName, VSWR, Vbat(Volt), Vramp Voltage, logfilename, record_num, SN_fld0, Test Date & Time, chipid, 
98.924, 0.2692, 00010000 (TRX1)   [0:08], 3179.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1553.0, xxxx, 14oct15_0913, , 
99.122, 0.27023, 00010000 (TRX1)   [0:08], 3181.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1554.0, xxxx, 14oct15_0913, , 
99.319, 0.27127, 00010000 (TRX1)   [0:08], 3183.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1555.0, xxxx, 14oct15_0913, , 
99.516, 0.2723, 00010000 (TRX1)   [0:08], 3185.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1556.0, xxxx, 14oct15_0913, , 
99.713, 0.27333, 00010000 (TRX1)   [0:08], 3187.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1557.0, xxxx, 14oct15_0913, , 
99.911, 0.27437, 00010000 (TRX1)   [0:08], 3189.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1558.0, xxxx, 14oct15_0913, , 
100.11, 0.2754, 00010000 (TRX1)   [0:08], 3191.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1559.0, xxxx, 14oct15_0913, , 
100.31, 0.27643, 00010000 (TRX1)   [0:08], 3193.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1560.0, xxxx, 14oct15_0913, , 
100.43, 0.27743, 00010000 (TRX1)   [0:08], 3195.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1561.0, xxxx, 14oct15_0913, , 
100.55, 0.27843, 00010000 (TRX1)   [0:08], 3197.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1562.0, xxxx, 14oct15_0913, , 
100.67, 0.27942, 00010000 (TRX1)   [0:08], 3199.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1563.0, xxxx, 14oct15_0913, , 
100.79, 0.28042, 00010000 (TRX1)   [0:08], 3201.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1564.0, xxxx, 14oct15_0913, , 
100.91, 0.28141, 00010000 (TRX1)   [0:08], 3203.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1565.0, xxxx, 14oct15_0913, , 
101.03, 0.28241, 00010000 (TRX1)   [0:08], 3205.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1566.0, xxxx, 14oct15_0913, , 
101.15, 0.2834, 00010000 (TRX1)   [0:08], 3207.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1567.0, xxxx, 14oct15_0913, , 
101.27, 0.2844, 00010000 (TRX1)   [0:08], 3209.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1568.0, xxxx, 14oct15_0913, , 
101.39, 0.2854, 00010000 (TRX1)   [0:08], 3211.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1569.0, xxxx, 14oct15_0913, , 
101.51, 0.28639, 00010000 (TRX1)   [0:08], 3213.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1570.0, xxxx, 14oct15_0913, , 
101.63, 0.28739, 00010000 (TRX1)   [0:08], 3215.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1571.0, xxxx, 14oct15_0913, , 
101.75, 0.28838, 00010000 (TRX1)   [0:08], 3217.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1572.0, xxxx, 14oct15_0913, , 
101.87, 0.28938, 00010000 (TRX1)   [0:08], 3219.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1573.0, xxxx, 14oct15_0913, , 
101.99, 0.29037, 00010000 (TRX1)   [0:08], 3221.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1574.0, xxxx, 14oct15_0913, , 
102.11, 0.29137, 00010000 (TRX1)   [0:08], 3223.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1575.0, xxxx, 14oct15_0913, , 
102.23, 0.29236, 00010000 (TRX1)   [0:08], 3225.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1576.0, xxxx, 14oct15_0913, , 
102.35, 0.29336, 00010000 (TRX1)   [0:08], 3227.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1577.0, xxxx, 14oct15_0913, , 
102.47, 0.29436, 00010000 (TRX1)   [0:08], 3229.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1578.0, xxxx, 14oct15_0913, , 
102.59, 0.29535, 00010000 (TRX1)   [0:08], 3231.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1579.0, xxxx, 14oct15_0913, , 
102.71, 0.29635, 00010000 (TRX1)   [0:08], 3233.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1580.0, xxxx, 14oct15_0913, , 
102.83, 0.29734, 00010000 (TRX1)   [0:08], 3235.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1581.0, xxxx, 14oct15_0913, , 
102.92, 0.29829, 00010000 (TRX1)   [0:08], 3237.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1582.0, xxxx, 14oct15_0913, , 
103.0, 0.29921, 00010000 (TRX1)   [0:08], 3239.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1583.0, xxxx, 14oct15_0913, , 
103.08, 0.30013, 00010000 (TRX1)   [0:08], 3241.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1584.0, xxxx, 14oct15_0913, , 
103.16, 0.30106, 00010000 (TRX1)   [0:08], 3243.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1585.0, xxxx, 14oct15_0913, , 
103.24, 0.30198, 00010000 (TRX1)   [0:08], 3245.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1586.0, xxxx, 14oct15_0913, , 
103.31, 0.3029, 00010000 (TRX1)   [0:08], 3247.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1587.0, xxxx, 14oct15_0913, , 
103.39, 0.30382, 00010000 (TRX1)   [0:08], 3249.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1588.0, xxxx, 14oct15_0913, , 
103.47, 0.30474, 00010000 (TRX1)   [0:08], 3251.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1589.0, xxxx, 14oct15_0913, , 
103.55, 0.30566, 00010000 (TRX1)   [0:08], 3253.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1590.0, xxxx, 14oct15_0913, , 
103.63, 0.30658, 00010000 (TRX1)   [0:08], 3255.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1591.0, xxxx, 14oct15_0913, , 
103.7, 0.3075, 00010000 (TRX1)   [0:08], 3257.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1592.0, xxxx, 14oct15_0913, , 
103.78, 0.30842, 00010000 (TRX1)   [0:08], 3259.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1593.0, xxxx, 14oct15_0913, , 
103.86, 0.30934, 00010000 (TRX1)   [0:08], 3261.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1594.0, xxxx, 14oct15_0913, , 
103.94, 0.31026, 00010000 (TRX1)   [0:08], 3263.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1595.0, xxxx, 14oct15_0913, , 
104.02, 0.31118, 00010000 (TRX1)   [0:08], 3265.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1596.0, xxxx, 14oct15_0913, , 
104.09, 0.3121, 00010000 (TRX1)   [0:08], 3267.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1597.0, xxxx, 14oct15_0913, , 
104.17, 0.31302, 00010000 (TRX1)   [0:08], 3269.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1598.0, xxxx, 14oct15_0913, , 
104.25, 0.31394, 00010000 (TRX1)   [0:08], 3271.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1599.0, xxxx, 14oct15_0913, , 
104.33, 0.31486, 00010000 (TRX1)   [0:08], 3273.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1600.0, xxxx, 14oct15_0913, , 
104.41, 0.31578, 00010000 (TRX1)   [0:08], 3275.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1601.0, xxxx, 14oct15_0913, , 
104.48, 0.3167, 00010000 (TRX1)   [0:08], 3277.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1602.0, xxxx, 14oct15_0913, , 
104.55, 0.31758, 00010000 (TRX1)   [0:08], 3279.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1603.0, xxxx, 14oct15_0913, , 
104.58, 0.31833, 00010000 (TRX1)   [0:08], 3281.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1604.0, xxxx, 14oct15_0913, , 
104.6, 0.31907, 00010000 (TRX1)   [0:08], 3283.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1605.0, xxxx, 14oct15_0913, , 
104.62, 0.31981, 00010000 (TRX1)   [0:08], 3285.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1606.0, xxxx, 14oct15_0913, , 
104.65, 0.32055, 00010000 (TRX1)   [0:08], 3287.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1607.0, xxxx, 14oct15_0913, , 
104.67, 0.32129, 00010000 (TRX1)   [0:08], 3288.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1608.0, xxxx, 14oct15_0913, , 
104.7, 0.32204, 00010000 (TRX1)   [0:08], 3290.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1609.0, xxxx, 14oct15_0913, , 
104.72, 0.32278, 00010000 (TRX1)   [0:08], 3292.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1610.0, xxxx, 14oct15_0913, , 
104.74, 0.32352, 00010000 (TRX1)   [0:08], 3294.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1611.0, xxxx, 14oct15_0913, , 
104.77, 0.32426, 00010000 (TRX1)   [0:08], 3296.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1612.0, xxxx, 14oct15_0913, , 
104.79, 0.325, 00010000 (TRX1)   [0:08], 3298.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1613.0, xxxx, 14oct15_0913, , 
104.82, 0.32575, 00010000 (TRX1)   [0:08], 3300.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1614.0, xxxx, 14oct15_0913, , 
104.84, 0.32649, 00010000 (TRX1)   [0:08], 3302.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1615.0, xxxx, 14oct15_0913, , 
104.87, 0.32723, 00010000 (TRX1)   [0:08], 3304.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1616.0, xxxx, 14oct15_0913, , 
104.89, 0.32797, 00010000 (TRX1)   [0:08], 3306.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1617.0, xxxx, 14oct15_0913, , 
104.91, 0.32872, 00010000 (TRX1)   [0:08], 3308.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1618.0, xxxx, 14oct15_0913, , 
104.94, 0.32946, 00010000 (TRX1)   [0:08], 3310.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1619.0, xxxx, 14oct15_0913, , 
104.96, 0.3302, 00010000 (TRX1)   [0:08], 3312.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1620.0, xxxx, 14oct15_0913, , 
104.99, 0.33094, 00010000 (TRX1)   [0:08], 3314.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1621.0, xxxx, 14oct15_0913, , 
105.01, 0.33168, 00010000 (TRX1)   [0:08], 3316.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1622.0, xxxx, 14oct15_0913, , 
105.03, 0.33243, 00010000 (TRX1)   [0:08], 3318.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1623.0, xxxx, 14oct15_0913, , 
105.06, 0.33317, 00010000 (TRX1)   [0:08], 3320.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1624.0, xxxx, 14oct15_0913, , 
105.05, 0.33377, 00010000 (TRX1)   [0:08], 3322.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1625.0, xxxx, 14oct15_0913, , 
105.02, 0.33433, 00010000 (TRX1)   [0:08], 3324.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1626.0, xxxx, 14oct15_0913, , 
105.0, 0.3349, 00010000 (TRX1)   [0:08], 3326.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1627.0, xxxx, 14oct15_0913, , 
104.98, 0.33546, 00010000 (TRX1)   [0:08], 3328.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1628.0, xxxx, 14oct15_0913, , 
104.96, 0.33603, 00010000 (TRX1)   [0:08], 3330.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1629.0, xxxx, 14oct15_0913, , 
104.94, 0.33659, 00010000 (TRX1)   [0:08], 3332.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1630.0, xxxx, 14oct15_0913, , 
104.92, 0.33716, 00010000 (TRX1)   [0:08], 3334.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1631.0, xxxx, 14oct15_0913, , 
104.9, 0.33772, 00010000 (TRX1)   [0:08], 3336.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1632.0, xxxx, 14oct15_0913, , 
104.87, 0.33829, 00010000 (TRX1)   [0:08], 3338.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1633.0, xxxx, 14oct15_0913, , 
104.85, 0.33885, 00010000 (TRX1)   [0:08], 3340.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1634.0, xxxx, 14oct15_0913, , 
104.83, 0.33942, 00010000 (TRX1)   [0:08], 3342.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1635.0, xxxx, 14oct15_0913, , 
104.81, 0.33998, 00010000 (TRX1)   [0:08], 3344.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1636.0, xxxx, 14oct15_0913, , 
104.79, 0.34055, 00010000 (TRX1)   [0:08], 3346.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1637.0, xxxx, 14oct15_0913, , 
104.77, 0.34111, 00010000 (TRX1)   [0:08], 3348.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1638.0, xxxx, 14oct15_0913, , 
104.74, 0.34168, 00010000 (TRX1)   [0:08], 3350.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1639.0, xxxx, 14oct15_0913, , 
104.72, 0.34224, 00010000 (TRX1)   [0:08], 3352.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1640.0, xxxx, 14oct15_0913, , 
104.7, 0.34281, 00010000 (TRX1)   [0:08], 3354.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1641.0, xxxx, 14oct15_0913, , 
104.68, 0.34337, 00010000 (TRX1)   [0:08], 3356.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1642.0, xxxx, 14oct15_0913, , 
104.66, 0.34394, 00010000 (TRX1)   [0:08], 3358.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1643.0, xxxx, 14oct15_0913, , 
104.64, 0.3445, 00010000 (TRX1)   [0:08], 3360.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1644.0, xxxx, 14oct15_0913, , 
104.61, 0.34507, 00010000 (TRX1)   [0:08], 3362.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1645.0, xxxx, 14oct15_0913, , 
104.58, 0.34559, 00010000 (TRX1)   [0:08], 3364.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1646.0, xxxx, 14oct15_0913, , 
104.54, 0.34605, 00010000 (TRX1)   [0:08], 3366.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1647.0, xxxx, 14oct15_0913, , 
104.5, 0.34651, 00010000 (TRX1)   [0:08], 3368.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1648.0, xxxx, 14oct15_0913, , 
104.45, 0.34697, 00010000 (TRX1)   [0:08], 3370.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1649.0, xxxx, 14oct15_0913, , 
104.41, 0.34742, 00010000 (TRX1)   [0:08], 3372.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1650.0, xxxx, 14oct15_0913, , 
104.36, 0.34788, 00010000 (TRX1)   [0:08], 3374.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1651.0, xxxx, 14oct15_0913, , 
104.32, 0.34834, 00010000 (TRX1)   [0:08], 3376.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1652.0, xxxx, 14oct15_0913, , 
104.28, 0.3488, 00010000 (TRX1)   [0:08], 3378.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1653.0, xxxx, 14oct15_0913, , 
104.23, 0.34926, 00010000 (TRX1)   [0:08], 3380.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1654.0, xxxx, 14oct15_0913, , 
104.19, 0.34972, 00010000 (TRX1)   [0:08], 3382.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1655.0, xxxx, 14oct15_0913, , 
104.14, 0.35018, 00010000 (TRX1)   [0:08], 3384.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1656.0, xxxx, 14oct15_0913, , 
